character_cast_id,voice_actor_id,role_notes,dub_group
3122,248798,,
8825,95067,,
8825,104926,,
8825,106920,,
8825,108965,,
9697,95075,,
9697,96267,,
9697,100143,,
9697,101616,,
9796,95076,,
9796,105717,,
9796,96090,,
9796,102228,,
15006,95123,,
15006,96268,,
15006,100144,,
15006,109819,,
15006,108959,,
15206,95125,,
15206,102964,,
15206,96239,,
15206,108975,,
16973,95142,,
16973,116419,,
16973,160266,,
16973,248797,,
17579,95148,,
17579,116413,,
17579,102533,,
17579,192708,,
24429,95234,,
24429,138442,,
24429,224985,,
24429,248347,,
26538,95262,,
26538,130285,,
26538,96236,,
26538,248348,,
33335,95395,,
33335,116419,,
33335,96160,,
33335,227330,,
34988,95425,,
34988,101899,,
34988,116811,,
34988,180553,,
35862,95441,,
35862,142787,,
35862,248800,,
35862,152875,,
45122,95744,,
45122,143903,,
45122,152875,,
45122,248799,,
45623,95761,,
45623,140284,,
45623,158214,,
45623,248796,,
57546,96427,,
57546,143902,,
57546,101797,,
57546,248795,,
71957,102951,,
71957,132373,,
71957,180550,,
8823,95067,,
8823,104926,,
9695,95075,,
9695,100143,,
9794,95076,,
9794,105717,,
15004,95123,,
15004,100144,,
15204,95125,,
15204,102964,,
16054,95133,,
16054,116419,,
187241,95395,,
187242,100438,,
211416,95138,,
211416,96089,,
211416,104868,,
211416,145882,,
211416,143681,,
211572,95134,,
211572,95364,,
211572,96286,,
211572,156075,,
211572,130285,,
211572,96292,,
211572,152875,,
211572,281092,,
211572,281094,,
212283,95374,,
212283,96160,,
212283,102303,,
212283,126221,,
212283,281095,,
212286,95142,,
212286,95686,,
212286,101796,,
212286,153485,,
212286,104240,,
212286,145114,,
212286,224921,,
212286,248795,,
212286,281093,,
238235,116419,,
238235,182545,,
238235,96240,,
238235,227330,,
238236,110085,,
238236,132373,,
238236,96092,,
238236,180550,,
238238,110087,,
238238,142787,,
238238,165081,,
238238,248800,,
238239,116415,,
238239,100438,,
238239,96240,,
238239,153012,,
238240,100143,,
238240,95075,,
238240,96267,,
238240,101616,,
238241,95067,,
238241,104926,,
238241,106920,,
238241,108965,,
238242,105717,,
238242,95076,,
238242,96090,,
238242,102228,,
238248,100144,,
238248,95123,,
238248,96268,,
238248,108959,,
8830,95067,,
8830,95360,,
8830,104926,,
8830,116713,,
8830,106920,,
8830,181960,,
8830,182229,,
9702,95075,,
9702,95472,,
9702,100143,,
9702,96163,,
9702,180472,,
9702,117333,,
9801,95076,,
9801,95189,,
9801,105717,,
9801,96090,,
9801,96442,,
9801,107400,,
15011,95123,,
15011,95253,,
15011,100144,,
15011,96268,,
15011,175197,,
15011,189429,,
15211,95125,,
15211,95312,,
15211,102964,,
15211,116929,,
15211,96239,,
15211,96830,,
15211,184292,,
15413,95128,,
15413,95659,,
15413,145190,,
15413,96291,,
15413,116185,,
15413,106624,,
15692,95130,,
15692,95475,,
15692,116893,,
15692,100881,,
15692,96275,,
15692,100178,,
15692,182238,,
15781,95131,,
15781,95340,,
15781,155789,,
15781,101797,,
15781,183844,,
15781,182554,,
17262,95145,,
17262,95496,,
17262,126221,,
17262,96088,,
17262,109483,,
17262,190696,,
18200,95155,,
18200,138443,,
18200,96663,,
18200,106518,,
18200,153194,,
26284,95259,,
26284,107600,,
26284,116933,,
26284,96534,,
26284,108263,,
30212,95330,,
30212,116419,,
30212,100605,,
49637,95898,,
49637,116421,,
49637,115236,,
49637,96099,,
49637,189454,,
50356,95927,,
50356,100886,,
50356,157939,,
50356,261665,,
54856,96174,,
54856,105668,,
54856,140284,,
54856,157831,,
54856,184977,,
56547,96336,,
56547,100447,,
56547,144980,,
56547,96282,,
56547,185305,,
56547,182440,,
67456,101567,,
67456,100032,,
67456,96088,,
67456,139004,,
67456,198734,,
73142,103631,,
73142,149615,,
73142,152875,,
73142,185796,,
73142,189578,,
73142,95551,,
79448,106306,,
79448,126221,,
79448,109569,,
79448,109483,,
79449,106307,,
79449,145883,,
79449,164443,,
79449,175191,,
414857,299568,,
1885,95006,,
9703,95075,,
9802,95076,,
15590,95129,,
19095,95160,,
20649,95181,,
25893,95255,,
25894,95255,,
26285,95259,,
26898,95272,,
27133,95277,,
31715,95354,,
31980,95357,,
33337,95395,,
35801,95440,,
36436,95459,,
39017,95521,,
39142,95528,,
40041,95557,,
41078,95598,,
41937,95633,,
45171,95745,,
45728,95762,,
49638,95898,,
50674,95945,,
8810,95067,,
8810,106920,,
9682,95075,,
9682,96163,,
9781,95076,,
9781,96090,,
14991,95123,,
14991,96268,,
15190,95125,,
15190,96239,,
15398,95128,,
15398,96291,,
15679,95130,,
15679,96275,,
15773,95131,,
15773,101797,,
41076,95598,,
41076,115238,,
49633,95898,,
49633,115236,,
89398,110059,,
89398,152875,,
89399,110059,,
89399,164445,,
8811,95067,,
8811,104926,,
8811,95360,,
8811,106920,,
8811,181960,,
9683,95075,,
9683,100143,,
9683,95472,,
9683,96163,,
9683,180472,,
9782,95076,,
9782,105717,,
9782,95189,,
9782,96090,,
9782,96442,,
14992,95123,,
14992,100144,,
14992,95253,,
14992,96268,,
14992,175197,,
15191,95125,,
15191,102964,,
15191,95312,,
15191,96239,,
15191,96830,,
15399,95128,,
15399,145190,,
15399,95659,,
15399,96291,,
15399,116185,,
15680,95130,,
15680,100881,,
15680,95475,,
15680,96275,,
15680,100178,,
15774,95131,,
15774,155789,,
15774,95340,,
15774,101797,,
15774,183844,,
19094,95160,,
19094,132225,,
19094,95039,,
19094,104534,,
19094,154552,,
30478,95337,,
30478,153694,,
30478,129422,,
30478,96232,,
30478,191567,,
31979,95357,,
31979,146606,,
31979,127750,,
31979,152875,,
31979,104613,,
49634,95898,,
49634,116421,,
49634,104087,,
49634,115236,,
49634,96099,,
64024,100518,,
64024,104245,,
64024,109213,,
64024,116933,,
64024,106869,,
92389,113735,,
92389,156076,,
92389,102993,,
92389,102533,,
92389,112815,,
203611,132373,,
203611,96049,,
203611,95202,,
203611,96286,,
203611,185360,,
203615,95284,,
203615,130284,,
203615,96848,,
203615,156130,,
203615,105004,,
203622,96174,,
203622,140284,,
203622,105668,,
203622,157831,,
203622,184977,,
203628,130887,,
203628,96441,,
203628,101912,,
203628,157939,,
203628,223337,,
307879,103686,,
307879,96160,,
307879,158618,,
307886,96336,,
307886,96282,,
307886,185305,,
414856,299568,,
324707,95076,,
324708,95075,,
324709,95898,,
324710,95125,,
324711,95131,,
324712,95123,,
324713,95128,,
324714,95130,,
324715,95067,,
8821,95067,,
8821,104926,,
9693,95075,,
9693,100143,,
9792,95076,,
9792,105717,,
15002,95123,,
15002,137255,,
15202,95125,,
15202,102964,,
15409,95128,,
15409,145190,,
15687,95130,,
15687,100881,,
15779,95131,,
15779,155789,,
49635,95898,,
49635,116421,,
200748,96301,,
200748,146357,,
200750,96475,,
200750,142787,,
200751,100845,,
200751,139851,,
200754,95155,,
200754,132486,,
200756,100438,,
200756,157432,,
200758,95974,,
200758,146356,,
200763,132373,,
200763,96049,,
200764,95633,,
200764,116891,,
200768,95745,,
200768,116423,,
200773,145190,,
200773,95598,,
200777,96302,,
200777,132225,,
200779,103416,,
200779,100436,,
10948,95084,,
16055,95133,,
16055,109819,,
17148,95144,,
41752,95622,,
361305,268929,,
179653,95807,,
179653,105530,,
179653,116359,,
179653,106521,,
179653,95447,,
179653,95807,,
179653,184120,Child,
179654,95075,,
179654,95472,,
179654,180472,,
179654,202438,,
179655,95123,,
179655,95253,,
179655,175197,,
179655,182237,,
179656,95076,,
179656,95189,,
179656,96442,,
179656,107400,,
179657,95067,,
179657,95360,,
179657,181960,,
179657,182229,,
179658,95006,,
179658,96602,,
179658,184125,,
179658,182188,,
179659,95125,,
179659,95312,,
179659,96830,,
179659,184292,,
179660,95130,,
179660,95475,,
179660,100178,,
179660,182238,,
179661,95128,,
179661,95659,,
179661,116185,,
179661,106624,,
179662,95018,,
179662,95666,,
179662,179633,,
179662,184114,,
179662,95018,,
179663,95337,,
179663,96553,,
179663,184122,,
179663,95337,,
179663,184109,,
309255,103970,,
309255,299104,,
309255,95123,,
309257,102511,,
309257,184109,,
309257,95338,,
309257,184296,,
309258,95872,,
309258,96521,,
309258,154552,,
309258,198310,,
309260,104867,,
309260,100438,,
309260,108319,,
309260,205197,,
309262,111775,,
309262,175191,,
309262,122769,,
309262,300552,,
309269,96512,,
309269,96832,,
309269,182675,,
309269,184291,,
309270,150103,,
309270,116467,,
309270,95576,,
309270,117161,,
309272,120733,,
309272,106403,,
309272,95449,,
309272,182231,,
309273,96138,,
309273,264319,,
309273,95752,,
309273,182216,,
309274,95201,,
309274,102351,,
309274,202449,,
445372,95328,,
445372,138517,,
445372,139016,,
445374,177268,,
445374,95437,,
445374,106623,,
445375,177268,,
445375,95170,,
445375,193992,,
445380,95076,,
445380,203165,,
1464,95004,,
1464,96462,,
1464,103722,,
1464,116467,,
1464,119591,,
1464,262164,,
3869,95020,,
3869,95480,,
3869,184109,,
3869,96669,,
3869,291164,,
6087,95039,,
6087,95836,,
6087,199858,,
6087,141499,,
6087,182232,,
6087,280481,,
6614,95043,,
6614,95173,,
6614,184112,,
6614,96216,,
6614,105021,,
6614,261509,,
9636,95075,,
9636,95202,,
9636,109987,,
9636,113367,,
9636,96534,,
9636,96694,,
9636,262179,,
9637,95075,,
9637,95252,,
9637,115448,,
9637,179630,,
9637,105708,,
9637,129553,,
9637,249510,,
9638,95075,,
9638,95360,,
9638,96108,,
9638,102094,,
9638,109987,,
9638,142856,,
9638,262155,,
10864,95084,,
10864,95377,,
10864,100826,,
10864,96125,,
10864,182450,,
10864,280847,,
13850,95112,,
13850,95251,,
13850,108305,,
13850,108323,,
13850,135842,,
13850,220202,,
16116,95134,,
16116,95312,,
16116,188408,,
16116,132513,,
16116,187205,,
16116,182224,,
16116,262170,,
16569,95138,,
16569,95253,,
16569,199858,,
16569,190077,,
16569,199295,,
16569,249512,,
16930,95142,,
16930,95253,,
16930,95651,,
16930,137929,,
16930,189455,,
16930,313011,,
18682,95159,,
18682,95354,,
18682,106402,,
18682,108307,,
18682,115448,,
18682,142854,,
18682,261588,,
21807,95191,,
21807,95252,,
21807,95259,,
21807,103665,,
21807,208645,,
21807,106911,,
21807,105024,,
21807,262183,,
21904,95192,,
21904,95752,,
21904,163759,,
21904,141499,,
21904,280480,,
22835,95201,,
22835,96260,,
22835,102351,,
22835,139858,,
22835,315775,,
22836,95201,,
22836,96302,,
22836,184112,,
22836,138740,,
22836,289483,,
22945,95202,,
22945,100386,,
22945,108303,,
22945,110323,,
22945,139110,,
22945,143989,,
22945,218311,,
23040,95203,,
23040,95255,,
23040,102974,,
23040,135846,,
23040,182232,,
23040,261619,,
25521,95251,,
25521,102631,,
25521,174304,,
25521,106908,,
25521,285885,,
25627,95253,,
25627,95255,,
25627,185363,,
25627,189423,,
25627,289483,,
25628,95253,,
25628,95744,,
25628,95836,,
25628,199858,,
25628,198388,,
25628,249512,,
25629,95253,,
25629,105063,,
25629,181979,,
25629,262159,,
25630,95253,,
25630,95326,,
25630,103609,,
25630,105019,,
25630,106916,,
25630,262552,,
25630,249511,"eps 6, 7, 9, 24",
25632,95253,,
25632,95518,,
25632,108301,,
25632,109489,,
25632,109819,,
25632,117921,,
25632,262166,,
2515,95011,,
2515,95251,,
2515,95572,,
2515,96092,,
2515,96138,,
2515,101112,,
2515,105720,,
2515,106530,,
2515,108305,,
2515,109855,,
3048,95014,,
3048,95535,,
3048,116467,,
4485,95023,,
4485,95138,,
4485,95253,,
4485,106531,,
4485,157831,,
4485,95023,,Ocean Studios
4485,149777,,
9642,95075,,
9642,95202,,
9642,102819,,
9642,153547,,
9642,100138,,
9642,100084,,
9642,95515,,Ocean Studios
